"","Principal","Taxon.NombreActual","NombreMemoria","Name2015","Notes","CODIGO","Familia","Family.APG.IV.","Familia_APGIII..Stevens2015.","CodigoPBDY_14","CodigoPBDY_10","CodigoPBDY_09","Forma_2015","FormaPBDY_2011","FormaPBDY_2007","Forma_MV_2012","FormaSSP"
"815","si","Pouteria bilocularis","Pouteria 'falsacraselip'","","","POUTFA","Sapotaceae","Sapotaceae","Sapotaceae","POUTBI","POUTBI","POUTBI","TU","U","T","T",""
"816","si","Pouteria durlandii subsp. durlandii","Pouteria 'ancharoja'","","","POUTA3","Sapotaceae","Sapotaceae","Sapotaceae","POUTDU","POUTDU","POUTDU","TC","T","T","T",""
"817","si","Pouteria glomerata","Pouteria 'platafina'","","","POUTP2","Sapotaceae","Sapotaceae","Sapotaceae","POUTGM","POUTGM","POUTGM","TM","M","M","M",""
"818","si","Pouteria gracilis","Pouteria 'dullmed'","","","POUTDU","Sapotaceae","Sapotaceae","Sapotaceae","POUTGR","POUTGR","POUTGR","TC","T","T","T","U"
"819","si","Pouteria procera","Pouteria procera","","","POUTP4","Sapotaceae","Sapotaceae","Sapotaceae","POUTPR","POUTPR","POUTPR","TC","T","T","T","U"
"820","si","Pouteria 'redondita'","Pouteria 'redondita'","","","POUTRE","Sapotaceae","Sapotaceae","Sapotaceae","POUTRD","POUTRD","POUTRD","TC","T","T","T","U"
"821","si","Pouteria rostrata","Pouteria rostrata","","","POUTRO","Sapotaceae","Sapotaceae","Sapotaceae","POUTRO","POUTRO","POUTRO","TC","T","T","T","U"
"822","si","Pouteria sp. V","Pouteria sp. V","","","POUT_V","Sapotaceae","Sapotaceae","Sapotaceae","","","","T?","","","M",""
"823","si","Pouteria sp. Y","Pouteria sp. Y","","","POUT_Y","Sapotaceae","Sapotaceae","Sapotaceae","","","","T?","","","M",""
"824","si","Pouteria torta subsp. tuberculata","Pouteria 'tuberculata'","","","POUTT6","Sapotaceae","Sapotaceae","Sapotaceae","POUTTU","POUTTU","POUTTU","TM","U","M","M",""
"825","si","Pouteria 'tortachica'","Pouteria 'tortachica'","","","POUTT1","Sapotaceae","Sapotaceae","Sapotaceae","POUTTO","POUTTO","POUTTO","TM","M","M","M",""
"826","si","Pouteria 'tortachicorden'","Pouteria 'tortachicorden'","","","POUTT2","Sapotaceae","Sapotaceae","Sapotaceae","POUTTC","POUTTC","POUTTC","TC","T","T","T",""
"827","si","Pouteria vernicosa","Pouteria vernicosa","","","POUTVE","Sapotaceae","Sapotaceae","Sapotaceae","POUTVE","POUTVE","POUTVE","TC","T","T","T","U"
"828","si","Sapotaceae sp. D","Sapotaceae sp. D","","","SPT_D","Sapotaceae","Sapotaceae","Sapotaceae","","","","T?","","","M",""
"829","si","Sapotaceae sp. E","Sapotaceae sp. E","","","SPT_E","Sapotaceae","Sapotaceae","Sapotaceae","","","","T?","","","M",""
"830","si","Sapotaceae sp. F","Sapotaceae sp. F","","","SPT_F","Sapotaceae","Sapotaceae","Sapotaceae","","","","T?","","","M",""
"831","si","Sapotaceae sp. G","Sapotaceae sp. G","","","SPT_G","Sapotaceae","Sapotaceae","Sapotaceae","","","","T?","","","M",""
"832","si","Sapotaceae sp. H","Sapotaceae sp. H","","","SPT_H","Sapotaceae","Sapotaceae","Sapotaceae","","","","T?","","","M",""
"833","si","Sapotaceae sp. L","Sapotaceae sp. L","","","SPT_L","Sapotaceae","Sapotaceae","Sapotaceae","","","","T?","","","M",""
"834","si","Sapotaceae sp. N","Sapotaceae sp. N","","","SPT_N","Sapotaceae","Sapotaceae","Sapotaceae","","","","T?","","","M",""
"835","si","Sarcaulus 'romolerouxii'","Sarcaulus 'romolerouxii'","","","SARCRO","Sapotaceae","Sapotaceae","Sapotaceae","SARCRO","SARCRO","SARCRO","SL","S","S","S","S"
"836","si","Sarcaulus vestitus","Sarcaulus vestitus","","","SARCVE","Sapotaceae","Sapotaceae","Sapotaceae","SARCVE","SARCVE","SARCVE","SL","S","M","M","M"
"837","si","Simaba polyphylla","Simaba polyphylla","","","SIM1PO","Simaroubaceae","Simaroubaceae","Simaroubaceae","SIMAPO","SIMAPO","SIMAPO","TC","T","T","T",""
"838","si","Smilax sp. A","Smilax sp. A","","","SMIL_A","Smilacaceae","Smilacaceae","Smilacaceae","","","","CW","","","V-lenosa",""
"839","si","Huertea glandulosa","Huertea glandulosa","","","HUERGL","Staphyleaceae","Tapisciaceae","Tapisciaceae","HUERGL","HUERGL","HUERGL","TC","T","T","T","T"
"840","si","Turpinia occidentalis","Turpinia occidentalis","","","TURPOC","Staphyleaceae","Staphyleaceae","Staphyleaceae","TURPOC","TURPOC","TURPOC","TC","T","T","M","T"
"841","si","Byttneria catalpifolia","Byttneria sp. A","","","BYTT_A","Sterculiaceae","Malvaceae","Malvaceae ","","","","CW","","","V-lenosa",""
"842","si","Herrania cuatrecasana","Herrania cuatrecasana","","","HERRCU","Sterculiaceae","Malvaceae","Malvaceae (- Byttnerioideae)","HERRCU","HERRCU","HERRCU","TU","U","S","S","S"
"843","si","Sterculia apeibophylla","Sterculia apeibophylla","","","STERA1","Sterculiaceae","Malvaceae","Malvaceae (- Sterculioideae)","STERAP","STERAP","STERAP","TC","T","T","T",""
"844","si","Sterculia frondosa","Sterculia frondosa","","","STERFR","Sterculiaceae","Malvaceae","Malvaceae (- Sterculioideae)","STERFR","STERFR","STERFR","TC","T","T","T","M,T"
"845","si","Theobroma speciosum","Theobroma speciosum","","","THEOSP","Sterculiaceae","Malvaceae","Malvaceae (- Byttnerioideae)","THEOSP","THEOSP","THEOSP","TM","M","M","M","U"
"846","si","Theobroma subincanum","Theobroma subincanum","","","THEOSU","Sterculiaceae","Malvaceae","Malvaceae (- Byttnerioideae)","THEOSU","THEOSU","THEOSU","TM","M","M","M","U"
"847","si","Styrax guyanensis","Styrax guyanensis","","","STYRGU","Styracaceae","Styracaceae","Styracaceae","STYRGU","STYRGU","STYRGU","TM","M","M","M",""
"848","si","Clavija procera","Clavija 'granbril'","","","CLAVGR","Theophrastaceae","Primulaceae","Primulaceae","CLAVPR","CLAVPR","CLAVPR","TU","U","U","U","S"
"849","si","Clavija weberbaueri","Clavija weberbaueri","","","CLAVWE","Theophrastaceae","Primulaceae","Primulaceae","CLAVWE","CLAVWE","CLAVWE","SL","S","S","S",""
"850","si","Apeiba menbranacea","Apeiba menbranacea","","","APEIME","Tiliaceae","Malvaceae","Malvaceae (- Grewioideae)","APEIME","APEIME","APEIME","TC","T","T","T","T"
"851","si","Apeiba tibourbou","Apeiba tibourbou","","","APEITI","Tiliaceae","Malvaceae","Malvaceae (- Grewioideae)","APEITI","APEITI","APEITI","TC","T","T","M","T"
"852","si","Mollia gracilis","Mollia gracilis","","","MOL1GR","Tiliaceae","Malvaceae","Malvaceae (- Grewioideae)","MOLIGR","MOLIGR","MOLIGR","TC","T","T","T",""
"853","si","Ampelocera longissima","Ampelocera longissima","","","AMPELO","Ulmaceae","Ulmaceae","Ulmaceae","AMPELO","AMPELO","AMPELO","TM","M","M","M","M"
"854","si","Celtis iguanaea","Celtis iguanaea","","","CELTIG","Ulmaceae","Cannabaceae","Cannabaceae","","","","CW","","V","V-lenosa",""
"855","si","Celtis schippii","Celtis schippii","","","CELTSC","Ulmaceae","Cannabaceae","Cannabaceae","CELTSC","CELTSC","CELTSC","TC","T","T","T","T"
"856","si","Aegiphila cordata","Aegiphila cordifolia","","","AEGICO","Verbenaceae","Lamiaceae","Lamiaceae","AEGIVI","AEGIVI","AEGIVI","SL","S","S","S","S"
"857","si","Aegiphila elegans","Verbenaceae sp. A","","","VER_A","Verbenaceae","Lamiaceae","Lamiaceae","AEGIEL","AEGIEL","AEGIEL","SL","S","S","S",""
"858","si","Aegiphila 'memboscu'","Aegiphila 'memboscu'","","","AEGIME","Verbenaceae","Lamiaceae","Lamiaceae","AEGIME","AEGIME","AEGIME","SL","S","S","S",""
"859","si","Petrea maynensis","Petrea maynensis","","","PETRMA","Verbenaceae","Verbenaceae","Verbenaceae","","","","CW","","V","V-lenosa","S"
"860","si","Aegiphila sp. C","Verbenaceae sp. C","","","VER_C","Verbenaceae","Lamiaceae","Lamiaceae","","","","CW","","","V-lenosa",""
"861","si","Verbenaceae sp. E","Verbenaceae sp. E","","","VER_E","Verbenaceae","Verbenaceae","Verbenaceae?","","","","CW","","","V-lenosa",""
"862","si","Verbenaceae sp. PA (seedling)","Verbenaceae sp. PA (plantula)","","","VRB_PA","Verbenaceae","Verbenaceae","Verbenaceae?","","","","CW","","","V-lenosa",""
"863","si","Vitex triflora","Vitex triflora","","","VITETR","Verbenaceae","Lamiaceae","Lamiaceae","VITETR","VITETR","VITETR","TM","M","M","M","M"
"864","si","Gloeospermum equatoriense","Gloeospermum equatoriense","","","GLOEEQ","Violaceae","Violaceae","Violaceae","GLOEEQ","GLOEEQ","GLOEEQ","TU","U","S","U","U"
"865","si","Gloeospermum longifolium","Gloeospermum longifolium","","","GLOELO","Violaceae","Violaceae","Violaceae","GLOELO","GLOELO","GLOELO","TU","U","S","U",""
"866","si","Leonia glycycarpa var. glycycarpa","Leonia glycycarpa","","","LEONGL","Violaceae","Violaceae","Violaceae","LEONGL","LEONGL","LEONGL","TM","M","M","M","U"
"867","si","Rinorea apiculata","Rinorea apiculata","","","RINOAP","Violaceae","Violaceae","Violaceae","RINOAP","RINOAP","RINOAP","TM","M","M","M","U"
"868","si","Rinorea lindeniana","Rinorea lindeniana","","","RINOLI","Violaceae","Violaceae","Violaceae","RINOLI","RINOLI","RINOLI","TU","U","S","S","S"
"869","si","Rinorea viridifolia","Rinorea viridifolia","","","RINOVI","Violaceae","Violaceae","Violaceae","RINOVI","RINOVI","RINOVI","TU","U","U","S","S"
"870","si","Cissus 'biformifolia'","Cissus 'viformifolia'","","","CIS2VI","Vitaceae","Vitaceae","Vitaceae","","","","CW","","","L",""
"871","si","Cissus desconingsii cf","Cissus sp. J","","","CIS2_J","Vitaceae","Vitaceae","Vitaceae","","","","CW","","","L",""
"872","si","Cissus sp. A","Cissus sp. A","","","CIS2_A","Vitaceae","Vitaceae","Vitaceae","","","","CW","","","L",""
"873","si","Cissus ulmifolia","Cissus microcarpa","","","CIS2MI","Vitaceae","Vitaceae","Vitaceae","","","","CW","","","L",""
"874","si","Erisma uncinatum","Erisma uncinatum","","","ERISUN","Vochysiaceae","Vochysiaceae","Vochysiaceae","ERISUN","ERISUN","ERISUN","TC","T","T","T","T"
"875","si","Qualea paraensis","Qualea paraensis","","","QUALPA","Vochysiaceae","Vochysiaceae","Vochysiaceae","QUALPA","QUALPA","QUALPA","TC","T","T","T","T"
"876","si","Vochysia braceliniae","Vochysia braceliniae","","","VOCHBR","Vochysiaceae","Vochysiaceae","Vochysiaceae","VOCHBR","VOCHBR","VOCHBR","TC","T","T","T",""
"877","si","","","","","U1084","","","","","","","-","","","",""
"878","si","","","","","U1098","","","","","","","-","","","",""
"879","si","","","","","U1115","","","","","","","-","","","",""
"880","si","","","","","U1133","","","","","","","-","","","",""
"881","si","","","","","U1218","","","","","","","-","","","",""
"882","si","","","","","U1233","","","","","","","-","","","",""
"883","si","","","","","U1235","","","","","","","-","","","",""
"884","si","","","","","U1238","","","","","","","-","","","",""
"885","si","","","","","U1264","","","","","","","-","","","",""
"886","si","","","","","U1287","","","","","","","-","","","",""
"887","si","","","","","U1326","","","","","","","-","","","",""
"888","si","","","","","U1334","","","","","","","-","","","",""
"889","si","","","","","U1338","","","","","","","-","","","",""
"890","si","","","","","U1358","","","","","","","-","","","",""
"891","si","","","","","U1360","","","","","","","-","","","",""
"892","si","","","","","U1402","","","","","","","-","","","",""
"893","si","","","","","U1405","","","","","","","-","","","",""
"894","si","","","","","U1444","","","","","","","-","","","",""
"895","si","","","","","U1489","","","","","","","-","","","",""
"896","si","","","","","U1495","","","","","","","-","","","",""
"897","si","","","","","U1498","","","","","","","-","","","",""
"898","si","","","","","U1499","","","","","","","-","","","",""
"899","si","","","","","U1523","","","","","","","-","","","",""
"900","si","","","","","U1529","","","","","","","-","","","",""
"901","si","","","","","U1605","","","","","","","-","","","",""
"902","si","","","","","U1629","","","","","","","-","","","",""
"903","si","","","","","U1721","","","","","","","-","","","",""
"904","si","","","","","U1724","","","","","","","-","","","",""
"905","si","","","","","U1865","","","","","","","-","","","",""
"906","si","","","","","U1924","","","","","","","-","","","",""
"907","si","","","","","U1934","","","","","","","-","","","",""
"908","si","","","","","U1936","","","","","","","-","","","",""
"909","si","","","","","U2005","","","","","","","-","","","",""
"910","si","","","","","U2061","","","","","","","-","","","",""
"911","si","","","","","U2063","","","","","","","-","","","",""
"912","si","","","","","U2064","","","","","","","-","","","",""
"913","si","","","","","U2069","","","","","","","-","","","",""
"914","si","","","","","U2070","","","","","","","-","","","",""
"915","si","","","","","U2090","","","","","","","-","","","",""
"916","si","","","","","U2119","","","","","","","-","","","",""
"917","si","","","","","U2123","","","","","","","-","","","",""
"918","si","","","","","U2124","","","","","","","-","","","",""
"919","si","","","","","U2157","","","","","","","-","","","",""
"920","si","","","","","U2161","","","","","","","-","","","",""
"921","si","","","","","U2181","","","","","","","-","","","",""
"922","si","","","","","U2184","","","","","","","-","","","",""
"923","si","","","","","U2190","","","","","","","-","","","",""
"924","si","","","","","U2294","","","","","","","-","","","",""
"925","si","","","","","U2304","","","","","","","-","","","",""
"926","si","","","","","U2329","","","","","","","-","","","",""
"927","si","","","","","U2406","","","","","","","-","","","",""
"928","si","","","","","U2416","","","","","","","-","","","",""
"929","si","","","","","U2485","","","","","","","-","","","",""
"930","si","","","","","U2486","","","","","","","-","","","",""
"931","si","","","","","U2558","","","","","","","-","","","",""
"932","si","","","","","U2576","","","","","","","-","","","",""
"933","si","","","","","U2590","","","","","","","-","","","",""
"934","si","","","","","U2627","","","","","","","-","","","",""
"935","si","","","","","U2631","","","","","","","-","","","",""
"936","si","","","","","U2658","","","","","","","-","","","",""
"937","si","","","","","U2659","","","","","","","-","","","",""
"938","si","","","","","U2666","","","","","","","-","","","",""
"939","si","","","","","U2675","","","","","","","-","","","",""
"940","si","","","","","U2694","","","","","","","-","","","",""
"941","si","","","","","U2826","","","","","","","-","","","",""
"942","si","","","","","U2828","","","","","","","-","","","",""
"943","si","","","","","U2857","","","","","","","-","","","",""
"944","si","","","","","U2898","","","","","","","-","","","",""
"945","si","","","","","U2905","","","","","","","-","","","",""
"946","si","","","","","U2953","","","","","","","-","","","",""
"947","si","","","","","U2968","","","","","","","-","","","",""
"948","si","","","","","U2987","","","","","","","-","","","",""
"949","si","","","","","U2991","","","","","","","-","","","",""
"950","si","","","","","U3005","","","","","","","-","","","",""
"951","si","","","","","U3021","","","","","","","-","","","",""
"952","si","","","","","U3034","","","","","","","-","","","",""
"953","si","","","","","U3044","","","","","","","-","","","",""
"954","si","","","","","U3789","","","","","","","-","","","",""
"955","si","","","","","U3838","","","","","","","-","","","",""
"956","si","","","","","U3871","","","","","","","-","","","",""
"957","si","","","","","U3936","","","","","","","-","","","",""
"958","si","","","","","U3995","","","","","","","-","","","",""
"959","si","","","","","U3998","","","","","","","-","","","",""
"960","si","","","","","U5008","","","","","","","-","","","",""
"961","si","","","","","U5019","","","","","","","-","","","",""
"962","si","","","","","U5029","","","","","","","-","","","",""
"963","si","","","","","U5067","","","","","","","-","","","",""
"964","si","","","","","U5100","","","","","","","-","","","",""
"965","si","","","","","U512","","","","","","","-","","","",""
"966","si","","","","","U5127","","","","","","","-","","","",""
"967","si","","","","","U513","","","","","","","-","","","",""
"968","si","","","","","U517","","","","","","","-","","","",""
"969","si","","","","","U5211","","","","","","","-","","","",""
"970","si","","","","","U524","","","","","","","-","","","",""
"971","si","","","","","U5261","","","","","","","-","","","",""
"972","si","","","","","U5277","","","","","","","-","","","",""
"973","si","","","","","U5297","","","","","","","-","","","",""
"974","si","","","","","U5299","","","","","","","-","","","",""
"975","si","","","","","U5341","","","","","","","-","","","",""
"976","si","","","","","U5343","","","","","","","-","","","",""
"977","si","","","","","U5345","","","","","","","-","","","",""
"978","si","","","","","U5352","","","","","","","-","","","",""
"979","si","","","","","U5372","","","","","","","-","","","",""
"980","si","","","","","U5376","","","","","","","-","","","",""
"981","si","","","","","U5382","","","","","","","-","","","",""
"982","si","","","","","U5399","","","","","","","-","","","",""
"983","si","","","","","U5503","","","","","","","-","","","",""
"984","si","","","","","U5522","","","","","","","-","","","",""
"985","si","","","","","U5531","","","","","","","-","","","",""
"986","si","","","","","U564","","","","","","","-","","","",""
"987","si","","","","","U5690","","","","","","","-","","","",""
"988","si","","","","","U5694","","","","","","","-","","","",""
"989","si","","","","","U5698","","","","","","","-","","","",""
"990","si","","","","","U5720","","","","","","","-","","","",""
"991","si","","","","","U573","","","","","","","-","","","",""
"992","si","","","","","U5740","","","","","","","-","","","",""
"993","si","","","","","U598","","","","","","","-","","","",""
"994","si","","","","","U669","","","","","","","-","","","",""
"995","si","","","","","U697","","","","","","","-","","","",""
"996","si","","","","","U704","","","","","","","-","","","",""
"997","si","","","","","U728","","","","","","","-","","","",""
"998","si","","","","","U767","","","","","","","-","","","",""
"999","si","","","","","U784","","","","","","","-","","","",""
"1000","si","","","","","U795","","","","","","","-","","","",""
"1001","si","","","","","U915","","","","","","","-","","","",""
"1002","si","","","","","U967","","","","","","","-","","","",""
"1003","si","","","","","U973","","","","","","","-","","","",""
"1004","si","","","","","U4491","","","","","","","-","","","",""
"1005","si","","","","","U5559","","","","","","","-","","","",""
"1006","si","","","","","U5560","","","","","","","-","","","",""
"1007","si","","","","","U5572","","","","","","","-","","","",""
"1008","si","","","","","U5578","","","","","","","-","","","",""
"1009","si","","","","","U5579","","","","","","","-","","","",""
"1010","si","","","","","U5589","","","","","","","-","","","",""
"1011","si","","","","","U5593","","","","","","","-","","","",""
"1012","si","","","","","U5643","","","","","","","-","","","",""
"1013","si","","","","","U5646","","","","","","","-","","","",""
"1014","si","","","","","U5683","","","","","","","-","","","",""
"1015","si","","","","","U5834","","","","","","","-","","","",""
"1016","si","","","","","U5838","","","","","","","-","","","",""
"1017","si","","","","","U5839","","","","","","","-","","","",""
"1018","si","","","","","U5853","","","","","","","-","","","",""
"1019","si","","","","","U5861","","","","","","","-","","","",""
"1020","si","","","","","U5939","","","","","","","-","","","",""
