"","Principal","Taxon.NombreActual","NombreMemoria","Name2015","Notes","CODIGO","Familia","Family.APG.IV.","Familia_APGIII..Stevens2015.","CodigoPBDY_14","CodigoPBDY_10","CodigoPBDY_09","Forma_2015","FormaPBDY_2011","FormaPBDY_2007","Forma_MV_2012","FormaSSP"
"165","si","Bromeliaceae sp. L","Bromeliaceae sp. L","","","BRO_L","Bromeliaceae","Bromeliaceae","Bignoniaceae","","","","EH","","","HE-no lenosa",""
"166","si","Bromeliaceae sp. M","Bromeliaceae sp. M","","","BRO_M","Bromeliaceae","Bromeliaceae","Bignoniaceae","","","","EH","","","HE-no lenosa",""
"167","si","Bromeliaceae sp. N","Bromeliaceae sp. N","","","BRO_N","Bromeliaceae","Bromeliaceae","Bignoniaceae","","","","EH","","","HE-no lenosa",""
"168","si","Crepidospermum rhoifolium","Crepidospermum rhoifolium","","","CREPRH","Burseraceae","Burseraceae","Burseraceae","CREPRH","CREPRH","CREPRH","TM","M","M","M","M"
"169","si","Dacryodes 'gorda'","Dacryodes 'gorda'","","","DACRGO","Burseraceae","Burseraceae","Burseraceae","DACRGO","DACRGO","DACRGO","TM","M","M","M","M"
"170","si","Protium amazonicum","Protium amazonicum","","","PROTAM","Burseraceae","Burseraceae","Burseraceae","PROTAM","PROTAM","PROTAM","TC","T","T","M",""
"171","si","Protium aracouchini","Protium aracouchini","","","PROTAR","Burseraceae","Burseraceae","Burseraceae","PROTAR","PROTAR","PROTAR","TM","M","M","M","U"
"172","si","Protium 'brillanodu'","Protium 'brillanodu'","","","PROTBR","Burseraceae","Burseraceae","Burseraceae","PROTBR","PROTBR","PROTBR","TC","T","T","M","M"
"173","si","Protium glabrescens","Protium glabrescens","","","PROTGL","Burseraceae","Burseraceae","Burseraceae","PROTGL","PROTGL","PROTGL","TC","T","T","M",""
"174","si","Protium 'grannodu'","Protium 'grannodu'","","","PROTGR","Burseraceae","Burseraceae","Burseraceae","PROTGR","PROTGR","PROTGR","TC","T","T","M","M"
"175","si","Protium guianense","Protium guianense","","","PROTGU","Burseraceae","Burseraceae","Burseraceae","PROTGU","PROTGU","PROTGU","TM","M","M","M","M"
"176","si","Protium nodulosum","Protium nodulosum","","","PROTNO","Burseraceae","Burseraceae","Burseraceae","PROTNO","PROTNO","PROTNO","TC","T","T","M","M"
"177","si","Protium sagotianum","Protium sagotianum","","","PROTSA","Burseraceae","Burseraceae","Burseraceae","PROTSA","PROTSA","PROTSA","TC","T","T","M","T"
"178","si","Protium sp. K","Protium sp. K","","","PROT_K","Burseraceae","Burseraceae","Burseraceae","","","","T?","","","T",""
"179","si","Protium sp. M","Protium sp. M","","","PROT_M","Burseraceae","Burseraceae","Burseraceae","","","","T?","","","T",""
"180","si","Tetragastris panamensis","Tetragastris panamensis","","","TET2PA","Burseraceae","Burseraceae","Burseraceae","TETGPA","TETGPA","TETGPA","TC","T","T","M",""
"181","si","Epiphyllum sp. A","Epiphyllum sp. A","","","EPIP_A","Cactaceae","Cactaceae","Cactaceae","","","","EH","","","V-no lenosa",""
"182","si","Preslianthus detonsus","Capparis detonsa","Preslianthus detonsus","","CAPPDE","Capparidaceae","Capparaceae","Capparaceae","CAPPDE","CAPPDE","CAPPDE","TU","U","U","M","U"
"183","si","Capparidastrum osmanthum","Capparis osmantha","Capparidastrum osmanthum","","CAPPOS","Capparidaceae","Capparaceae","Capparaceae","CAPPOS","CAPPOS","CAPPOS","TM","M","M","M","M"
"184","si","Capparis sp. A","Capparis sp. A","","","CAPP_A","Capparidaceae","Capparaceae","Capparaceae","","","","T?","","","S",""
"185","si","Jacaratia digitata","Jacaratia digitata","","","JAC2DI","Caricaceae","Caricaceae","Caricaceae","JACTDI","JACTDI","JACTDI","TC","T","T","M",""
"186","si","Anthodiscus amazonicus","Anthodiscus amazonicus","","","ANTHAM","Caryocaraceae","Caryocaraceae","Caryocaraceae","ANTHAM","ANTHAM","ANTHAM","TC","T","T","M","M"
"187","si","Caryocar glabrum","Caryocar glabrum","","","CAR4GL","Caryocaraceae","Caryocaraceae","Caryocaraceae","CARYGL","CARYGL","CARYGL","TC","T","T","M","T"
"188","si","Cecropia engleriana","Cecropia 'scabhert'","","","CECRS1","Cecropiaceae","Urticaceae","Urticaceae","CECREN","CECREN","CECREN","TC","T","T","M","M"
"189","si","Cecropia ficifolia","Cecropia ficifolia","","","CECRFI","Cecropiaceae","Urticaceae","Urticaceae","CECRFI","CECRFI","CECRFI","TC","T","T","M","M"
"190","si","Cecropia herthae","Cecropia herthae","","","CECRHE","Cecropiaceae","Urticaceae","Urticaceae","CECRHE","CECRHE","CECRHE","TC","T","T","T","T"
"191","si","Cecropia marginalis","Cecropia marginalis","","","CECRMA","Cecropiaceae","Urticaceae","Urticaceae","CECRMA","CECRMA","CECRMA","TM","M","M","M",""
"192","si","Cecropia membranacea","Cecropia 'membra'","","","CECRME","Cecropiaceae","Urticaceae","Urticaceae","CECRME","CECRME","CECRME","TM","M","M","M","T"
"193","si","Cecropia sciadophylla","Cecropia sciadophylla","","","CECRS2","Cecropiaceae","Urticaceae","Urticaceae","CECRSC","CECRSC","CECRSC","TC","T","T","M","T"
"194","si","Coussapoa orthoneura","Coussapoa orthoneura","","","COU4OR","Cecropiaceae","Urticaceae","Urticaceae","COSSOR","COSSOR","COSSOR","HW","E","T","T","T"
"195","si","Coussapoa 'villosa'","Coussapoa billosa","","","COU4BI","Cecropiaceae","Urticaceae","Urticaceae","","","","HW","","","M",""
"196","si","Pourouma bicolor","Pourouma bicolor","","","POURBI","Cecropiaceae","Urticaceae","Urticaceae","POURBI","POURBI","POURBI","TC","T","T","M","T"
"197","si","Pourouma 'deeplob'","Pourouma 'deeplob'","","","POURDE","Cecropiaceae","Urticaceae","Urticaceae","POURDE","POURDE","POURDE","TC","T","T","M","M"
"198","si","Pourouma minor","Pourouma minor","","","POURMI","Cecropiaceae","Urticaceae","Urticaceae","POURMI","POURMI","POURMI","TC","T","T","M","T"
"199","si","Pourouma tomentosa","Pourouma tomentosa","","","POURTO","Cecropiaceae","Urticaceae","Urticaceae","POURTO","POURTO","POURTO","TC","T","T","M","T"
"200","si","Pourouma tomentosa subsp. persecta [P. tomentosa]","Pourouma 'persecta'","","","POURPE","Cecropiaceae","Urticaceae","Urticaceae","POURTO","POURPE","POURPE","TC","","T","M","M"
"201","si","Maytenus 'cuadliso' (cf. ebenifolia)","Maytenus 'cuadliso'","","","MAYTCU","Celastraceae","Celastraceae","Celastraceae","MAYTCU","MAYTCU","MAYTCU","TM","M","M","M","U"
"202","si","Maytenus 'cilindrica' (cf. macrocarpa)","Maytenus 'cilindrica'","","","MAYTCI","Celastraceae","Celastraceae","Celastraceae","MAYTCI","MAYTCI","MAYTCI","TC","T","T","M","U"
"203","si","Couepia 'oblongita'","Couepia obovata","","","COU10B","Chrysobalanaceae","Chrysobalanaceae","Chrysobalanaceae","COUEOB","COUEOB","COUEOB","TM","M","M","M",""
"204","si","Hirtella excelsa","Hirtella excelsa","","","HIRTEX","Chrysobalanaceae","Chrysobalanaceae","Chrysobalanaceae","HIRTEX","HIRTEX","HIRTEX","TC","T","T","M",""
"205","si","Licania arborea","Licania arborea","","","LIC1AR","Chrysobalanaceae","Chrysobalanaceae","Chrysobalanaceae","LICAAR","LICAAR","LICAAR","TE","E","T","M",""
"206","si","Licania caudata","Licania 'intermedia'","","","LIC1IN","Chrysobalanaceae","Chrysobalanaceae","Chrysobalanaceae","LICACA","LICACA","LICACA","TM","M","T","M",""
"207","si","Licania 'hipofuzzy'","Licania 'hipofuzzy'","","","LIC1H2","Chrysobalanaceae","Chrysobalanaceae","Chrysobalanaceae","LICAHI","LICAHI","LICAHI","TC","T","T","M",""
"208","si","Licania longipedicellata","Licania longipedicellata","","","LIC1LO","Chrysobalanaceae","Chrysobalanaceae","Chrysobalanaceae","LICALG","LICALG","LICALG","TU","U","U","U","U"
"209","si","Licania 'nervifina'","Licania 'nervifina'","","","LIC1NE","Chrysobalanaceae","Chrysobalanaceae","Chrysobalanaceae","LICANE","LICANE","LICANE","TM","M","T","M",""
"210","si","Licania 'opaca' (cf. silvae)","Licania 'opaca'","","","LIC1OP","Chrysobalanaceae","Chrysobalanaceae","Chrysobalanaceae","LICAOP","LICAOP","LICAOP","TM","M","M","M",""
"211","si","Licania sp. D","Licania sp. D","","","LIC1_D","Chrysobalanaceae","Chrysobalanaceae","Chrysobalanaceae","","","","T?","","","M",""
"212","si","Licania urceolaris","Licania 'glablanca'","","","LIC1G2","Chrysobalanaceae","Chrysobalanaceae","Chrysobalanaceae","LICAUR","LICAUR","LICAUR","TC","T","T","M",""
"213","si","Licania 'zigzag'","Licania 'zigzag'","","","LIC1ZI","Chrysobalanaceae","Chrysobalanaceae","Chrysobalanaceae","LICAZI","LICAZI","LICAZI","TM","M","M","M",""
"214","si","Calophyllum brasiliense cf.","Calophyllum brasiliense","","","CAL3BR","Clusiaceae","Calophyllaceae","Calophyllaceae","CALOBR","CALOBR","CALOBR","TE","E","T","M",""
"215","si","Marila 'comun' (cf. pluricostata)","Marila 'comun'","","","MAR1CO","Clusiaceae","Calophyllaceae","Calophyllaceae","MARICO","MARICO","MARICO","TC","T","T","M",""
"216","si","Vismia baccifera","Vismia baccifera","","","VISMBA","Clusiaceae","Hypericaceae","Hypericaceae","VISMBA","VISMBA","VISMBA","TM","M","M","M","U"
"217","si","Vismia macrophylla","Vismia macrophylla","","","VISMMA","Clusiaceae","Hypericaceae","Hypericaceae","VISMMA","VISMMA","VISMMA","TM","M","M","M","U"
"218","si","Buchenavia grandis","Buchenavia 'elegante'","","","BUCHEL","Combretaceae","Combretaceae","Combretaceae","BUCHGR","BUCHGR","BUCHGR","TC","T","T","T","M"
"219","si","Buchenavia parvifolia","Buchenavia parvifolia","","","BUCHPA","Combretaceae","Combretaceae","Combretaceae","BUCHPA","BUCHPA","BUCHPA","TC","T","T","T","T"
"220","si","Combretum sp. I","Combretum sp. I","","","COMB_I","Combretaceae","Combretaceae","Combretaceae","","","","CW","","","V-lenosa",""
"221","si","Combretum sp. J","Combretum sp. J","","","COMB_J","Combretaceae","Combretaceae","Combretaceae","","","","CW","","","V-lenosa",""
"222","si","Combretum sp. K","Combretum sp. K","","","COMB_K","Combretaceae","Combretaceae","Combretaceae","","","","CW","","","V-lenosa",""
"223","si","Combretum 'subsesil'","Combretum 'subsesil'","","","COMBSU","Combretaceae","Combretaceae","Combretaceae","","","","CW","","V","V-lenosa",""
"224","si","Terminalia amazonia","Terminalia sp. A","","","TERM_A","Combretaceae","Combretaceae","Combretaceae","TERMAM","TERMAM","TERMAM","TC","T","T","T",""
"225","si","Buchenavia 'ob'","Terminalia 'ob'","Buchenavia 'ob'","","TERMOB","Combretaceae","Combretaceae","Combretaceae","TERMOB","TERMOB","TERMOB","TC","T","T","M","T"
"226","si","Dichorisandra hexandra","Dichorisandra hexandra","","","DIC1HE","Commelinaceae","Commelinaceae","Commelinaceae","","","","CH","","","L",""
"227","si","Connaraceae sp. B","Connaraceae sp. B","","","CON_B","Connaraceae","Connaraceae","Connaraceae","","","","CW","","","L",""
"228","si","Connaraceae sp. D","Connaraceae sp. D","","","CON_D","Connaraceae","Connaraceae","Connaraceae","","","","CW","","","L",""
"229","si","Connarus sp. C","Connarus sp. C","","","CONN_C","Connaraceae","Connaraceae","Connaraceae","","","","CW","","","L",""
"230","si","Rourea sp. A","Rourea sp. A","","","ROUR_A","Connaraceae","Connaraceae","Connaraceae","","","","CW","","","L",""
"231","si","Dicranostyles globostigma cf","Dicranostyles sp. I","","","DICR_I","Convolvulaceae","Convolvulaceae","Convolvulaceae","","","","CW","","","L",""
"232","si","Dicranostyles holostyla","Dicranostyles holostyla","","","DICRHO","Convolvulaceae","Convolvulaceae","Convolvulaceae","","","","CW","","V","L",""
"233","si","Dicranostyles sp. C","Dicranostyles sp. C","","","DICR_C","Convolvulaceae","Convolvulaceae","Convolvulaceae","","","","CW","","","L",""
"234","si","Dicranostyles sp. F","Dicranostyles sp. F","","","DICR_F","Convolvulaceae","Convolvulaceae","Convolvulaceae","","","","CW","","","L",""
"235","si","Maripa sp. B","Maripa sp. B","","","MAR2_B","Convolvulaceae","Convolvulaceae","Convolvulaceae","","","","CW","","","L",""
"236","si","Maripa sp. B","Maripa sp. B","","","MAR2_B","Convolvulaceae","Convolvulaceae","Convolvulaceae","","","","CW","","","L",""
"237","si","Costus sp. E","Costus sp. E","","","COST_E","Costaceae","Costaceae","Costaceae","","","","XT","","","HE-no lenosa",""
"238","si","Dimerocostus strobilaceous","Dimerocostus sp. A","Dimerocostus strobilaceous","","DIME_A","Costaceae","Costaceae","Costaceae","","","","XT","","","HE-no lenosa",""
"239","si","Cayaponia macrocalyx","Cayaponia macrocalyx","","","CAYAMA","Cucurbitaceae","Cucurbitaceae","Cucurbitaceae","","","","CW","","","L",""
"240","si","Cayaponia ophthalmica","Cayaponia '3 puntos' (plantula)","","","CAYA3P","Cucurbitaceae","Cucurbitaceae","Cucurbitaceae","","","","CW","","","L",""
"241","si","Cayaponia sp. C","Cayaponia sp. C","","","CAYA_C","Cucurbitaceae","Cucurbitaceae","Cucurbitaceae","","","","C?","","","L",""
"242","si","Cayaponia sp. D","Cayaponia sp. D","","","CAYA_D","Cucurbitaceae","Cucurbitaceae","Cucurbitaceae","","","","C?","","","L",""
"243","si","Cayaponia sp. S","Cucurbitaceae sp. S","","","CUC_S","Cucurbitaceae","Cucurbitaceae","Cucurbitaceae","","","","C?","","","L",""
"244","si","Cucurbitaceae sp. C","Cucurbitaceae sp. C","","","CUC_C","Cucurbitaceae","Cucurbitaceae","Cucurbitaceae","","","","C?","","","L",""
"245","si","Cayaponia sp. E","Cucurbitaceae sp. E","","","CUC_E","Cucurbitaceae","Cucurbitaceae","Cucurbitaceae","","","","C?","","","L",""
"246","si","Cucurbitaceae sp. I","Cucurbitaceae sp. I","","","CUC_I","Cucurbitaceae","Cucurbitaceae","Cucurbitaceae","","","","C?","","","L",""
"247","si","Cucurbitaceae sp. K","Cucurbitaceae sp. K","","","CUC_K","Cucurbitaceae","Cucurbitaceae","Cucurbitaceae","","","","C?","","","L",""
"248","si","Cucurbitaceae sp. O","Cucurbitaceae sp. O","","","CUC_O","Cucurbitaceae","Cucurbitaceae","Cucurbitaceae","","","","C?","","","L",""
"249","si","Cucurbitaceae sp. U","Cucurbitaceae sp. U","","","CUC_U","Cucurbitaceae","Cucurbitaceae","Cucurbitaceae","","","","C?","","","L",""
"250","si","Cucurbitaceae sp. V","Cucurbitaceae sp. V","","","CUC_V","Cucurbitaceae","Cucurbitaceae","Cucurbitaceae","","","","C?","","","L",""
"251","si","Fevillea cordifolia","Fevillea cordifolia","","","FEVICO","Cucurbitaceae","Cucurbitaceae","Cucurbitaceae","","","","CW","","","V-lenosa",""
"252","si","Gurania sp. R","Cucurbitaceae sp. R","","","CUC_R","Cucurbitaceae","Cucurbitaceae","Cucurbitaceae","","","","C?","","","L-lenosa",""
"253","si","Melothria sp. A","Sicydium sp. A","","","SICY_A","Cucurbitaceae","Cucurbitaceae","Cucurbitaceae","","","","CH","","","L-lenosa",""
"254","si","Siolmatra pentaphylla","Siolmatra pentaphylla","","","SIOLPE","Cucurbitaceae","Cucurbitaceae","Cucurbitaceae","","","","CW","","","L-lenosa",""
"255","si","Asplundia sp. A","Asplundia sp. A","","","ASPL_A","Cyclanthaceae","Cyclanthaceae","Cyclanthaceae","","","","HV","","","L-lenosa",""
"256","si","Asplundia sp. B","Asplundia sp. B","","","ASPL_B","Cyclanthaceae","Cyclanthaceae","Cyclanthaceae","","","","HV","","","V-no lenosa",""
"257","si","Asplundia sp. F","Asplundia sp. F","","","ASPL_F","Cyclanthaceae","Cyclanthaceae","Cyclanthaceae","","","","HV","","","V-no lenosa",""
"258","si","Asplundia sp. L","Asplundia sp. L","","","ASPL_L","Cyclanthaceae","Cyclanthaceae","Cyclanthaceae","","","","HV","","","V-no lenosa",""
"259","si","Asplundia sp. N","Asplundia sp. N","","","ASPL_N","Cyclanthaceae","Cyclanthaceae","Cyclanthaceae","","","","HV","","","V-no lenosa",""
"260","si","Asplundia cf. vaupesiana","Asplundia vaupesiana","","","ASPLVA","Cyclanthaceae","Cyclanthaceae","Cyclanthaceae","","","","HV","","","V-no lenosa",""
"261","si","Evodianthus funifer","Evodianthus sp. A","Evodianthus funifer","","EVO1_A","Cyclanthaceae","Cyclanthaceae","Cyclanthaceae","","","","HV","","","V-no lenosa",""
"262","si","Dichapetalum 'coriaceum'","Dichapetalum sp. A","","","DICH_A","Dichapetalaceae","Dichapetalaceae","Dichapetalaceae","","","","CW","","V","L",""
"263","si","Tapura juruana","Tapura juruana","","","TAPUJU","Dichapetalaceae","Dichapetalaceae","Dichapetalaceae","TAPUJU","TAPUJU","TAPUJU","TC","T","T","T","M"
"264","si","Tapura peruviana","Tapura peruviana","","","TAPUPE","Dichapetalaceae","Dichapetalaceae","Dichapetalaceae","TAPUPE","TAPUPE","TAPUPE","TU","U","U","M","S"
"265","si","Davilla rugosa","Davilla sp. A","","","DAVI_A","Dilleniaceae","Dilleniaceae","Dilleniaceae","","","","CW","","","L",""
"266","si","Doliocarpus sp. A","Doliocarpus sp. A","","","DOLI_A","Dilleniaceae","Dilleniaceae","Dilleniaceae","","","","CW","","","L",""
"267","si","Pizona coriacea","Pizona coriacea","","","PINZCO","Dilleniaceae","Dilleniaceae","Dilleniaceae","","","","CW","","","L",""
"268","si","Tetracera willdenowiana","Tetracera willdenowiana","","","TET1WI","Dilleniaceae","Dilleniaceae","Dilleniaceae","","","","CW","","V","L",""
"269","si","Dioscorea sp. A","Dioscorea sp. A","","","DIO1_A","Dioscoreaceae","Dioscoreaceae","Dioscoreaceae","","","","CH","","","M [no]",""
"270","si","Dioscorea sp. B","Dioscorea sp. B","","","DIO1_B","Dioscoreaceae","Dioscoreaceae","Dioscoreaceae","","","","CH","","","M [no]",""
"271","si","Diospyros pseudoxylopia","Diospyros pseudoxylopia","","","DIO2PS","Ebenaceae","Ebenaceae","Ebenaceae","DIOSPS","DIOSPS","DIOSPS","TC","T","T","T","U"
"272","si","Diospyros sp. C","Diospyros sp. C","","","DIO2_C","Ebenaceae","Ebenaceae","Ebenaceae","","","","T?","","","M",""
"273","si","Sloanea fragrans","Sloanea 'stipulon'","Sloanea fragrans","","SLOAST","Elaeocarpaceae","Elaeocarpaceae","Elaeocarpaceae","SLOAFR","SLOAFR","SLOAFR","TC","T","T","T","T"
"274","si","Sloanea 'gigapulvi'","Sloanea 'gigapulvi'","","","SLOAG1","Elaeocarpaceae","Elaeocarpaceae","Elaeocarpaceae","SLOAGI","SLOAGI","SLOAGI","TC","T","T","T",""
"275","si","Sloanea 'guia'","Sloanea 'guia'","","","SLOAG4","Elaeocarpaceae","Elaeocarpaceae","Elaeocarpaceae","SLOAGU","SLOAGU","SLOAGU","TC","T","T","M","M"
"276","si","Sloanea 'nervi'","Sloanea 'nervi'","","","SLOANE","Elaeocarpaceae","Elaeocarpaceae","Elaeocarpaceae","SLOANE","SLOANE","SLOANE","TC","T","T","T","M"
"277","si","Sloanea 'oak'","Sloanea 'oak'","","","SLOAOA","Elaeocarpaceae","Elaeocarpaceae","Elaeocarpaceae","SLOAOA","SLOAOA","SLOAOA","TC","T","T","T","M"
"278","si","Sloanea pubescens","Sloanea 'tomentosa'","Sloanea pubescens","","SLOATO","Elaeocarpaceae","Elaeocarpaceae","Elaeocarpaceae","SLOATO","SLOATO","SLOATO","TC","T","T","M","M"
"279","si","Sloanea 'robustipeq'","Sloanea 'robustipeq'","","","SLOARO","Elaeocarpaceae","Elaeocarpaceae","Elaeocarpaceae","SLOARO","SLOARO","SLOARO","TC","T","T","M","T"
"280","si","Sloanea sp. A","Sloanea sp. A","","","ELA_A","Elaeocarpaceae","Elaeocarpaceae","Elaeocarpaceae","","","","T?","","","M",""
"281","si","Sloanea sp. H (mixture of SLOAG1 & SLOAG4)","Sloanea sp. H","","","SLOA_H","Elaeocarpaceae","Elaeocarpaceae","Elaeocarpaceae","","","","T?","","","M",""
"282","si","Sloanea synandra","Sloanea 'chocoplatalmen'","","","SLOACH","Elaeocarpaceae","Elaeocarpaceae","Elaeocarpaceae","SLOASY","SLOASY","SLOASY","TE","E","T","T",""
"283","si","Erythroxylum macrophyllum var. ecuadorense","Erythroxylum 'ecuadorense'","","","ERY2EC","Erythroxylaceae","Erythroxylaceae","Erythroxylaceae","ERYOMA","ERYOMA","ERYOMA","TU","U","S","U",""
"284","si","Erythroxylum macrophyllum var. macrophyllum","Erythroxylum macrophyllum","","","ERY2MA","Erythroxylaceae","Erythroxylaceae","Erythroxylaceae","ERYOMA","ERYOMA","ERYOMA","TU","U","S","M","S"
"285","si","Erythroxylum sp. C","Erythroxylum sp. C","","","ERY2_C","Erythroxylaceae","Erythroxylaceae","Erythroxylaceae","","","","T?","","","U",""
"286","si","Erythroxylum sp. D","Erythroxylum sp. D","","","ERY2_D","Erythroxylaceae","Erythroxylaceae","Erythroxylaceae","","","","T?","","","U",""
"287","si","Erythroxylum squamatum","Erythroxylum squamatum","","","ERY2SQ","Erythroxylaceae","Erythroxylaceae","Erythroxylaceae","ERYOSQ","ERYOSQ","ERYOSQ","TU","U","U","M",""
"288","si","Acalypha cuneata","Acalypha cuneata","","","ACALCU","Euphorbiaceae","Euphorbiaceae","Euphorbiaceae","ACALCU","ACALCU","ACALCU","SL","S","S","S","S"
"289","si","Acidoton nicaraguensis","Acidoton nicaraguensis","","","ACIDNI","Euphorbiaceae","Euphorbiaceae","Euphorbiaceae","ACIDNI","ACIDNI","ACIDNI","SL","S","S","S","S"
"290","si","Alchornea triplinervia","Alchornea triplinervia","","","ALC1TR","Euphorbiaceae","Euphorbiaceae","Euphorbiaceae","ALC1TR","ALC1TR","ALC1TR","TE","E","T","T","T"
"291","si","Alchorneopsis floribunda","Alchorneopsis floribunda","","","ALC2FL","Euphorbiaceae","Euphorbiaceae","Euphorbiaceae","ALC2FL","ALC2FL","ALC2FL","TC","T","T","M","M"
"292","si","Aparisthmium cordatum","Aparisthmium cordatum","","","APARCO","Euphorbiaceae","Euphorbiaceae","Euphorbiaceae","APARCO","APARCO","APARCO","TM","M","M","U","U"
"293","si","Caryodendron orinocense","Caryodendron orinocense","","","CAR6OR","Euphorbiaceae","Euphorbiaceae","Euphorbiaceae","CARDOR","CARDOR","CARDOR","TC","T","T","T",""
"294","si","Conceveiba rhytidocarpa","Conceveiba guianensis","","","CONCGU","Euphorbiaceae","Euphorbiaceae","Euphorbiaceae","CONCRH","CONCRH","CONCRH","TU","U","U","U","U"
"295","si","Drypetes amazonica","Drypetes amazonica","","","DRYPAM","Euphorbiaceae","Putranjivaceae","Putranjivaceae","DRYPAM","DRYPAM","DRYPAM","TM","M","M","M","M"
"296","si","Drypetes variabilis","Drypetes variabilis","","","DRYPVA","Euphorbiaceae","Putranjivaceae","Putranjivaceae","DRYPVA","DRYPVA","DRYPVA","TC","T","T","T","T"
"297","si","Euphorbiaceae sp. G","Euphorbiaceae sp. G","","","EUP_G","Euphorbiaceae","Euphorbiaceae","Euphorbiaceae?","","","","-","","","S",""
"298","si","Hieronyma alchorneoides","Hyeronima alchorneoides","","","HYERAL","Euphorbiaceae","Phyllanthaceae","Phyllanthaceae","HIERAL","HIERAL","HIERAL","TE","E","T","T","T"
"299","si","Mabea 'comun'","Mabea 'comun'","","","MABECO","Euphorbiaceae","Euphorbiaceae","Euphorbiaceae","MABECO","MABECO","MABECO","TU","U","U","U","U"
"300","si","Mabea 'superbrondu'","Mabea 'superbrondu'","","","MABESU","Euphorbiaceae","Euphorbiaceae","Euphorbiaceae","MABESU","MABESU","MABESU","TM","M","M","U","U"
"301","si","Margaritaria nobilis","Margaritaria nobilis","","","MARGNO","Euphorbiaceae","Phyllanthaceae","Phyllanthaceae","MARGNO","MARGNO","MARGNO","TM","M","M","M","U"
"302","si","Omphalea diandra","Omphalea sp. A","Omphalea diandra","","OMPH_A","Euphorbiaceae","Euphorbiaceae","Euphorbiaceae","","","","CW","","","L",""
"303","si","Paradrypetes subintegrifolia","Paradrypetes 'brillaspin'","","","PARABR","Euphorbiaceae","Rhizophoraceae","Rhizophoraceae","PARASU","PARASU","PARASU","TM","M","M","M","U"
"304","si","Pausandra trianae","Pausandra trianae","","","PAUSTR","Euphorbiaceae","Euphorbiaceae","Euphorbiaceae","PAUSTR","PAUSTR","PAUSTR","TU","U","U","M","U"
"305","si","Pera 'duguet'","Pera 'duguet'","","","PERADU","Euphorbiaceae","Peraceae","Euphorbiaceae","PERADU","PERADU","PERADU","TC","T","T","M","M"
"306","si","Plukenetia sp. A","Plukenetia sp. A","","","PLUK_A","Euphorbiaceae","Euphorbiaceae","Euphorbiaceae","","","","CW","","","L",""
"307","si","Richeria racemosa","Richeria racemosa","","","RICHRA","Euphorbiaceae","Phyllanthaceae","Phyllanthaceae","RICHRA","RICHRA","RICHRA","TM","M","M","U","U"
"308","si","Sagotia racemosa","Sagotia racemosa","","","SAGORA","Euphorbiaceae","Euphorbiaceae","Euphorbiaceae","SAGORA","SAGORA","SAGORA","TM","M","M","M","M"
"309","si","Sapium 'primero' (cf. glandulosum)","Sapium 'primero'","","","SAPIPR","Euphorbiaceae","Euphorbiaceae","Euphorbiaceae","SAPIPR","SAPIPR","SAPIPR","TC","T","T","T","M"
"310","si","Sapium 'redonda'","Sapium 'redonda'","","","SAPIRE","Euphorbiaceae","Euphorbiaceae","Euphorbiaceae","SAPIRE","SAPIRE","SAPIRE","TC","T","T","T","M"
"311","si","Tetrorchidium macrophyllum","Tetrorchidium macrophyllum","","","TET5MA","Euphorbiaceae","Euphorbiaceae","Euphorbiaceae","TETRMC","TETRMC","TETRMC","TU","U","S","M",""
"312","si","Abarema laeta","Abarema laeta","","","ABARLA","Fabaceae","Fabaceae","Fabaceae","ABARLA","ABARLA","ABARLA","TU","U","U","U","S"
"313","si","Bauhinia brachycalyx","Bauhinia brachycalyx","","","BAUHBR","Fabaceae","Fabaceae","Fabaceae","BAUHBR","BAUHBR","BAUHBR","TM","M","M","M","U"
"314","si","Brownea grandiceps","Brownea grandiceps","","","BRO2GR","Fabaceae","Fabaceae","Fabaceae","BROWGR","BROWGR","BROWGR","TM","M","M","M","M"
"315","si","Brownea jaramilloi","Browneopsis 'lore'","","","BRO3LO","Fabaceae","Fabaceae","Fabaceae","BROWLO","BROWLO","BROWLO","TM","M","M","M",""
"316","si","Calliandra trinervia var. carbonaria","Calliandra carbonaria","","","CAL1CA","Fabaceae","Fabaceae","Fabaceae","CALLCA","CALLCA","CALLCA","TC","T","T","M","U"
"317","si","Cedrelinga cateniformis","Cedrelinga cateniformis","","","CED2CA","Fabaceae","Fabaceae","Fabaceae","CEDGCA","CEDGCA","CEDGCA","TE","E","T","E","T"
"318","si","Clitoria 'palida'","Clitoria 'palida'","","","CLITPA","Fabaceae","Fabaceae","Fabaceae","","","","CW","","V","L",""
"319","si","Dalbergia monetaria","Dalbergia monetaria","","","DALBMO","Fabaceae","Fabaceae","Fabaceae","","","","CW","","V","L",""
"320","si","Dalbergia sp. CC","Fabaceae sp. CC","","","FAB_CC","Fabaceae","Fabaceae","Fabaceae","","","","-","","","L",""
"321","si","Dialium guianense","Dialium guianense","","","DIALGU","Fabaceae","Fabaceae","Fabaceae","DIALGU","DIALGU","DIALGU","TC","T","T","M","M"
"322","si","Dioclea reflexa","Dioclea sp. A","","","DIOC_A","Fabaceae","Fabaceae","Fabaceae","","","","CW","","","L",""
"323","si","Dioclea sp. G","Dioclea sp. G","","","DIOC_G","Fabaceae","Fabaceae","Fabaceae","","","","CW","","","L",""
"324","si","Dioclea sp. H","Dioclea sp. H","","","DIOC_H","Fabaceae","Fabaceae","Fabaceae","","","","CW","","","L",""
